,artist,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
118,Aya Nakamura,NAKAMURA,8.0,4ury0QTZ3rgOEPJqXbB0sH,Gangster,spotify:track:4ury0QTZ3rgOEPJqXbB0sH,0.0867,0.651,0.691,0.0,0.0797,-6.781,0.0772,95.135,0.513,35.0
119,Aya Nakamura,NAKAMURA,9.0,7gOuBEnfjXs7WHZ7QfKvpy,Sucette (feat. Niska),spotify:track:7gOuBEnfjXs7WHZ7QfKvpy,0.235,0.799,0.781,1.05e-06,0.0638,-6.115,0.128,189.954,0.672,38.0
120,Aya Nakamura,NAKAMURA,10.0,7igmJfuhlAAKe7Dn11Yest,Whine Up,spotify:track:7igmJfuhlAAKe7Dn11Yest,0.0554,0.52,0.782,0.0,0.0618,-6.142,0.244,90.303,0.847,36.0
121,Aya Nakamura,NAKAMURA,11.0,2PEeXN85GvJMHpsYAB7fJU,Gang (feat. Davido),spotify:track:2PEeXN85GvJMHpsYAB7fJU,0.168,0.881,0.693,1.06e-06,0.0848,-5.672,0.117,124.193,0.95,31.0
122,Aya Nakamura,NAKAMURA,12.0,5I6ajoDB4ejClleueU7cTd,Dans ma bulle,spotify:track:5I6ajoDB4ejClleueU7cTd,0.439,0.846,0.315,0.000358,0.0992,-10.243,0.249,139.926,0.394,29.0
123,Aya Nakamura,NAKAMURA,13.0,15OPSVhbl3obOdq7kXc6iI,Oula,spotify:track:15OPSVhbl3obOdq7kXc6iI,0.744,0.801,0.42,0.0,0.175,-9.512,0.0389,119.92,0.664,34.0
124,Aya Nakamura,NAKAMURA,14.0,5PBNu79LTOfx1vM1MdxHxP,Djadja (feat. Loredana) - Remix,spotify:track:5PBNu79LTOfx1vM1MdxHxP,0.0723,0.836,0.742,0.0,0.0978,-6.961,0.256,97.992,0.602,41.0
125,Aya Nakamura,NAKAMURA,1.0,3aRgAfrt6aQW8IimLq2aVG,La dot,spotify:track:3aRgAfrt6aQW8IimLq2aVG,0.203,0.448,0.513,0.0,0.0947,-6.108,0.163,82.451,0.751,59.0
126,Aya Nakamura,NAKAMURA,2.0,7sKDftgGirHWTVFMtJoDoh,Djadja,spotify:track:7sKDftgGirHWTVFMtJoDoh,0.0617,0.811,0.797,0.0,0.112,-5.428,0.165,97.988,0.541,75.0
127,Aya Nakamura,NAKAMURA,3.0,7h0hP4GquuKsAXXuDUV1eq,Pompom,spotify:track:7h0hP4GquuKsAXXuDUV1eq,0.217,0.641,0.647,0.0,0.169,-6.447,0.533,119.841,0.636,53.0
128,Aya Nakamura,NAKAMURA,4.0,1Bhm5HNO1cq8olDbBmokyL,Copines,spotify:track:1Bhm5HNO1cq8olDbBmokyL,0.27,0.701,0.787,0.0,0.105,-3.941,0.0855,180.027,0.904,64.0
129,Aya Nakamura,NAKAMURA,5.0,2QpUWi6VSNOt2WyH5FIeLD,Pookie,spotify:track:2QpUWi6VSNOt2WyH5FIeLD,0.0718,0.912,0.598,1.12e-06,0.0892,-7.718,0.0877,98.006,0.533,69.0
130,Aya Nakamura,NAKAMURA,6.0,0gMywbX34eJ7W8RW7i2Qo3,Ça fait mal,spotify:track:0gMywbX34eJ7W8RW7i2Qo3,0.277,0.711,0.632,0.0,0.103,-5.764,0.289,189.933,0.759,52.0
131,Aya Nakamura,NAKAMURA,7.0,0xzZlIXDsXgC3kCPjRB1Rp,Faya,spotify:track:0xzZlIXDsXgC3kCPjRB1Rp,0.396,0.715,0.558,0.0,0.101,-8.694,0.203,89.921,0.552,50.0
132,Aya Nakamura,NAKAMURA,8.0,5raFS0XhubxwCAm9brr5pS,Gangster,spotify:track:5raFS0XhubxwCAm9brr5pS,0.0867,0.651,0.691,0.0,0.0797,-6.781,0.0772,95.135,0.513,51.0
133,Aya Nakamura,NAKAMURA,9.0,3qHs2PoiJMPvdxgyRSvqAl,Sucette (feat. Niska),spotify:track:3qHs2PoiJMPvdxgyRSvqAl,0.235,0.799,0.781,1.05e-06,0.0638,-6.115,0.128,189.954,0.672,56.0
134,Aya Nakamura,NAKAMURA,10.0,5sX6wIVVYhHPqtsv3BXIpk,Whine Up,spotify:track:5sX6wIVVYhHPqtsv3BXIpk,0.0554,0.52,0.782,0.0,0.0618,-6.142,0.244,90.303,0.847,53.0
135,Aya Nakamura,NAKAMURA,11.0,7ihLqNmG5BurdlCtdmhCPa,Gang (feat. Davido),spotify:track:7ihLqNmG5BurdlCtdmhCPa,0.168,0.881,0.693,1.06e-06,0.0848,-5.672,0.117,124.193,0.95,49.0
136,Aya Nakamura,NAKAMURA,12.0,49pDvWX9ky9ipYMKI7Gacu,Dans ma bulle,spotify:track:49pDvWX9ky9ipYMKI7Gacu,0.439,0.846,0.315,0.000358,0.0992,-10.243,0.249,139.926,0.394,46.0
137,Aya Nakamura,NAKAMURA,13.0,3yKHE0h9BUxpHZe1EqmJnX,Oula,spotify:track:3yKHE0h9BUxpHZe1EqmJnX,0.744,0.801,0.42,0.0,0.175,-9.512,0.0389,119.92,0.664,53.0
138,Aya Nakamura,Journal intime,1.0,6L4RDIubtii4oSLJ1bfOkT,Angela,spotify:track:6L4RDIubtii4oSLJ1bfOkT,0.0841,0.76,0.719,1.96e-06,0.0389,-7.04,0.191,99.031,0.885,46.0
139,Aya Nakamura,Journal intime,2.0,7tnDhHMCHWjwIsbVg7ex9S,Oumou Sangaré,spotify:track:7tnDhHMCHWjwIsbVg7ex9S,0.521,0.684,0.503,1.54e-05,0.159,-9.321,0.0517,111.949,0.771,46.0
140,Aya Nakamura,Journal intime,3.0,6VyW2Pj1IgFlwOZuQx0fZk,Debout,spotify:track:6VyW2Pj1IgFlwOZuQx0fZk,0.156,0.64,0.494,0.0,0.258,-6.778,0.0399,85.05,0.498,33.0
141,Aya Nakamura,Journal intime,4.0,38I7kUjout62xJYJsa3dkr,Karma,spotify:track:38I7kUjout62xJYJsa3dkr,0.0724,0.38,0.55,0.0,0.177,-8.383,0.268,176.247,0.133,45.0
142,Aya Nakamura,Journal intime,5.0,1lqveconIDtlv7aCMyCUc5,Problèmes (feat. MHD),spotify:track:1lqveconIDtlv7aCMyCUc5,0.246,0.726,0.772,0.0,0.112,-8.127,0.118,126.004,0.719,52.0
143,Aya Nakamura,Journal intime,6.0,2ffsmzPmhSoBpSSRVVdZXM,Réponds,spotify:track:2ffsmzPmhSoBpSSRVVdZXM,0.389,0.851,0.656,0.0,0.0782,-5.042,0.0457,130.032,0.348,34.0
144,Aya Nakamura,Journal intime,7.0,4r3PBuiceOZyVkirJzinBM,Brisé,spotify:track:4r3PBuiceOZyVkirJzinBM,0.199,0.75,0.512,0.0,0.175,-9.189,0.14,113.284,0.834,50.0
145,Aya Nakamura,Journal intime,8.0,6a3WblrDK54b4Mgf2YEdCs,Fuego (feat. Dadju),spotify:track:6a3WblrDK54b4Mgf2YEdCs,0.557,0.495,0.86,0.0,0.0632,-5.021,0.12,106.542,0.822,50.0
146,Aya Nakamura,Journal intime,9.0,73W8J9unu2CEGALh9fZjyJ,Je n'ai pas besoin de toi,spotify:track:73W8J9unu2CEGALh9fZjyJ,0.0595,0.819,0.58,0.0,0.152,-7.069,0.133,130.009,0.375,49.0
147,Aya Nakamura,Journal intime,10.0,2nOZaGwMYt07nXtIeYbEiu,Comportement,spotify:track:2nOZaGwMYt07nXtIeYbEiu,0.555,0.6,0.628,0.0,0.193,-6.273,0.392,118.512,0.875,52.0
148,Aya Nakamura,Journal intime,11.0,77jfFVugaz41IwpWqoXsUh,Soirée parisienne (feat. Jizo Djohn.P),spotify:track:77jfFVugaz41IwpWqoXsUh,0.568,0.714,0.535,0.0,0.153,-6.065,0.0492,92.46,0.517,46.0
149,Aya Nakamura,Journal intime,12.0,4fnImQF8UhoxlGejixtugQ,Jalousie (feat. Lartiste),spotify:track:4fnImQF8UhoxlGejixtugQ,0.105,0.731,0.742,0.0,0.234,-6.107,0.0314,127.004,0.915,37.0
150,Aya Nakamura,Journal intime,13.0,3jOLrSDqyZfmTuKb6RDe5K,Papys,spotify:track:3jOLrSDqyZfmTuKb6RDe5K,0.0589,0.771,0.902,5.3e-05,0.065,-5.198,0.0758,104.047,0.328,35.0
151,Aya Nakamura,Journal intime,14.0,5FHobwZFxHLFMPl6fcVg9W,Si tu savais,spotify:track:5FHobwZFxHLFMPl6fcVg9W,0.111,0.791,0.594,0.0,0.0692,-8.892,0.116,120.02,0.644,33.0
152,Aya Nakamura,Journal intime,15.0,7ypQ1PtbClW0Aqe1ewS7h7,Orphelin (feat. Keblack),spotify:track:7ypQ1PtbClW0Aqe1ewS7h7,0.69,0.54,0.684,3.24e-05,0.28,-6.725,0.146,199.822,0.452,45.0
153,Aya Nakamura,Journal intime,16.0,1iY78ruGT6iHtqubZlkpXi,Super héros (feat. Gradur),spotify:track:1iY78ruGT6iHtqubZlkpXi,0.0824,0.719,0.781,0.0,0.242,-5.179,0.0427,126.179,0.517,39.0
154,Aya Nakamura,Journal intime,17.0,3ESrbpNWSVXaRZEdAIu4vv,Oublier,spotify:track:3ESrbpNWSVXaRZEdAIu4vv,0.00332,0.464,0.724,0.0,0.218,-6.469,0.0921,94.11,0.441,36.0
155,Aya Nakamura,Journal intime,18.0,5j5zIg5kSsdwcQJPEmuQDC,J'ai mal (Pt. 2),spotify:track:5j5zIg5kSsdwcQJPEmuQDC,0.519,0.705,0.671,0.339,0.0696,-4.034,0.0369,111.999,0.783,50.0
156,Aya Nakamura,Journal intime,19.0,0z8fheNkzUmPq77nP4kDFa,Moi,spotify:track:0z8fheNkzUmPq77nP4kDFa,0.38,0.844,0.766,0.0,0.0377,-4.458,0.0582,116.041,0.737,36.0
0,Dadju,Poison Ou Antidote (Edition Miel Book),1.0,3xEiiUerGWAiT0IFXUG7eV,Amour toxic,spotify:track:3xEiiUerGWAiT0IFXUG7eV,0.796,0.718,0.416,1.85e-06,0.0992,-8.758,0.0675,132.074,0.642,57.0
1,Dadju,Poison Ou Antidote (Edition Miel Book),2.0,1HDqaIxeJ70BTHgZWEuaeT,Dieu merci,spotify:track:1HDqaIxeJ70BTHgZWEuaeT,0.398,0.731,0.523,0.0,0.215,-7.183,0.0611,133.961,0.83,67.0
2,Dadju,Poison Ou Antidote (Edition Miel Book),3.0,5azkSsarDXJRCNyX1ve6El,Jaloux remix,spotify:track:5azkSsarDXJRCNyX1ve6El,0.688,0.638,0.659,0.000107,0.171,-7.721,0.0425,130.072,0.387,55.0
3,Dadju,Poison Ou Antidote (Edition Miel Book),4.0,3eqwBUWgebO3QOkyNhAXrD,Va dire à ton ex,spotify:track:3eqwBUWgebO3QOkyNhAXrD,0.582,0.672,0.601,3.43e-05,0.064,-10.743,0.0546,160.06,0.645,65.0
4,Dadju,Poison Ou Antidote (Edition Miel Book),5.0,27Cc6W5wbfLgIzZGOM0LjU,Up And Down,spotify:track:27Cc6W5wbfLgIzZGOM0LjU,0.441,0.783,0.537,0.0,0.0869,-7.886,0.0682,141.956,0.706,55.0
5,Dadju,Poison Ou Antidote (Edition Miel Book),6.0,1geM0WMvNMqfFz0zk87BaQ,Le Mâle Honnête,spotify:track:1geM0WMvNMqfFz0zk87BaQ,0.814,0.463,0.609,0.0,0.118,-7.719,0.16,89.914,0.484,59.0
6,Dadju,Poison Ou Antidote (Edition Miel Book),7.0,1sq8GDisCLyT3b92HN1qba,Provoquer,spotify:track:1sq8GDisCLyT3b92HN1qba,0.53,0.602,0.706,0.0,0.0693,-7.206,0.308,62.038,0.733,58.0
7,Dadju,Poison Ou Antidote (Edition Miel Book),8.0,4GIvavXJJ0k0NDR8j6ipnR,Elle me demande,spotify:track:4GIvavXJJ0k0NDR8j6ipnR,0.664,0.615,0.546,0.0,0.0612,-8.069,0.106,94.099,0.315,66.0
8,Dadju,Poison Ou Antidote (Edition Miel Book),9.0,4iYMt5XmSwoPwzS8jTXEGQ,Piqûre de rappel,spotify:track:4iYMt5XmSwoPwzS8jTXEGQ,0.705,0.718,0.528,0.0,0.231,-7.639,0.0935,139.025,0.6,56.0
9,Dadju,Poison Ou Antidote (Edition Miel Book),10.0,6h97mb7zqbWCoF9PP6EYGu,Tout ou rien du tout,spotify:track:6h97mb7zqbWCoF9PP6EYGu,0.589,0.595,0.532,0.0,0.152,-7.893,0.111,141.98,0.576,59.0
10,Dadju,Poison Ou Antidote (Edition Miel Book),11.0,3LVxrBTPtVRgfJGETjLUjT,La roue tourne,spotify:track:3LVxrBTPtVRgfJGETjLUjT,0.89,0.661,0.424,0.0,0.0945,-9.137,0.0564,136.613,0.527,56.0
11,Dadju,Poison Ou Antidote (Edition Miel Book),12.0,5LqG7GSvj3EzOUmFh5adrS,Grand bain,spotify:track:5LqG7GSvj3EzOUmFh5adrS,0.88,0.63,0.393,0.0,0.0894,-10.762,0.183,145.051,0.166,50.0
12,Dadju,Poison Ou Antidote (Edition Miel Book),13.0,64cVLvfmblyiSUZpmo7xnp,Confessions,spotify:track:64cVLvfmblyiSUZpmo7xnp,0.218,0.78,0.607,0.0,0.349,-5.974,0.0381,122.988,0.308,49.0
13,Dadju,Poison Ou Antidote (Edition Miel Book),14.0,3s8CdT7NYTu5hGSe30KJ2q,Toi d'abord,spotify:track:3s8CdT7NYTu5hGSe30KJ2q,0.133,0.737,0.671,0.0,0.0967,-6.016,0.0373,96.995,0.597,48.0
14,Dadju,Poison Ou Antidote (Edition Miel Book),15.0,21igVEeZtl3CTv0spI14QT,Papa,spotify:track:21igVEeZtl3CTv0spI14QT,0.0866,0.489,0.603,0.0,0.0982,-5.206,0.116,105.26,0.569,47.0
15,Dadju,Poison Ou Antidote (Edition Miel Book),16.0,2MiJ4Xx7wiQ5qoTeVQqQMO,Compliqué,spotify:track:2MiJ4Xx7wiQ5qoTeVQqQMO,0.55,0.633,0.747,0.0,0.165,-6.546,0.0553,74.784,0.927,47.0
16,Dadju,Poison Ou Antidote (Edition Miel Book),17.0,3Eq0Na1cKRUu0BxLSTGbPY,Bobo au cœur,spotify:track:3Eq0Na1cKRUu0BxLSTGbPY,0.0772,0.818,0.604,0.0,0.32,-5.569,0.0661,97.978,0.544,48.0
17,Dadju,Poison Ou Antidote (Edition Miel Book),18.0,6TnrztYMUfn1Z6P2GK0xm9,Jure-le,spotify:track:6TnrztYMUfn1Z6P2GK0xm9,0.0126,0.646,0.808,0.0,0.0598,-6.053,0.0745,95.839,0.7,45.0
18,Dadju,Poison Ou Antidote (Edition Miel Book),19.0,5QPd4f80rLPz96DoHYeOeY,Please,spotify:track:5QPd4f80rLPz96DoHYeOeY,0.373,0.638,0.562,0.0,0.1,-8.286,0.0616,79.54,0.378,47.0
19,Dadju,Poison Ou Antidote (Edition Miel Book),20.0,1jauFKSCAGiUe8WgWI2uM6,Paire d'As,spotify:track:1jauFKSCAGiUe8WgWI2uM6,0.156,0.377,0.738,0.0,0.0923,-7.019,0.228,86.049,0.291,47.0
20,Dadju,Poison Ou Antidote (Edition Miel Book),21.0,0K9tjkL5Uc5dtgMa3f8TJ9,Ma vie,spotify:track:0K9tjkL5Uc5dtgMa3f8TJ9,0.12,0.508,0.5,0.0,0.137,-8.11,0.0864,200.521,0.289,45.0
21,Dadju,Poison Ou Antidote (Edition Miel Book),22.0,28Da5seWVyVyeLWeskDziF,Mémoire courte,spotify:track:28Da5seWVyVyeLWeskDziF,0.176,0.691,0.718,0.0,0.0852,-5.596,0.128,98.6,0.682,46.0
22,Dadju,Poison Ou Antidote (Edition Miel Book),23.0,02ih0HNGcPu6HqzEgnqPoo,Perdu,spotify:track:02ih0HNGcPu6HqzEgnqPoo,0.000924,0.568,0.595,0.0,0.079,-6.23,0.148,145.782,0.346,46.0
23,Dadju,Poison Ou Antidote (Edition Miel Book),24.0,5wPhcQijcLkNOWhxZme6Vu,TPB,spotify:track:5wPhcQijcLkNOWhxZme6Vu,0.105,0.83,0.641,0.0,0.166,-6.216,0.253,128.077,0.581,44.0
24,Dadju,Poison Ou Antidote (Edition Miel Book),25.0,1cxJ5ZUhoJ4TQ04tyuz1pC,Ma faute,spotify:track:1cxJ5ZUhoJ4TQ04tyuz1pC,0.247,0.665,0.588,1.89e-05,0.108,-6.752,0.0626,97.017,0.58,45.0
25,Dadju,Poison Ou Antidote (Edition Miel Book),26.0,5xGjXsdlc8QvY8fu5ztlCX,Je ne t'aime plus,spotify:track:5xGjXsdlc8QvY8fu5ztlCX,0.0816,0.486,0.643,0.0,0.313,-7.378,0.0501,160.016,0.376,47.0
26,Dadju,Poison Ou Antidote (Edition Miel Book),27.0,41gfVW5FpU1Tz2wjMBkXYn,Normal,spotify:track:41gfVW5FpU1Tz2wjMBkXYn,0.107,0.82,0.623,0.0,0.1,-6.639,0.0375,122.044,0.679,45.0
27,Dadju,Poison Ou Antidote (Edition Miel Book),28.0,5rGeJe6p0uShbcFt9G9IML,Cette femme,spotify:track:5rGeJe6p0uShbcFt9G9IML,0.0352,0.754,0.712,0.0,0.336,-6.348,0.159,104.062,0.718,45.0
28,Dadju,Poison Ou Antidote (Edition Miel Book),29.0,3Ft6a68ZnPCmEWt5zThmkv,Promesse,spotify:track:3Ft6a68ZnPCmEWt5zThmkv,0.179,0.727,0.548,0.0,0.254,-6.969,0.135,149.061,0.288,44.0
29,Dadju,Poison Ou Antidote (Edition Miel Book),30.0,6H7T3E1yHauVlpHTGAanoW,Robe,spotify:track:6H7T3E1yHauVlpHTGAanoW,0.227,0.78,0.636,0.0,0.0988,-7.28,0.096,93.003,0.283,45.0
30,Dadju,Poison Ou Antidote (Edition Miel Book),31.0,6WOK1I1aaXbprepdywFcL8,Back It Up,spotify:track:6WOK1I1aaXbprepdywFcL8,0.491,0.677,0.666,0.0,0.228,-6.271,0.0889,171.962,0.85,44.0
31,Dadju,Poison Ou Antidote (Edition Miel Book),32.0,6Y2k4wrho183Pn6PlSpaSh,Donne-moi l’accord,spotify:track:6Y2k4wrho183Pn6PlSpaSh,0.252,0.843,0.831,0.0,0.0915,-6.489,0.0518,99.059,0.916,47.0
32,Dadju,Poison Ou Antidote (Edition Miel Book),33.0,2F21NLz38QQRCVyuQ5mk6C,Wouli Liya,spotify:track:2F21NLz38QQRCVyuQ5mk6C,0.239,0.557,0.718,0.0,0.234,-5.732,0.0511,94.88,0.536,45.0
33,Dadju,Poison Ou Antidote (Edition Miel Book),34.0,3nNdk1qnPntR3eUcyb9SIb,Loin,spotify:track:3nNdk1qnPntR3eUcyb9SIb,0.349,0.705,0.601,0.0,0.114,-7.066,0.161,139.966,0.536,42.0
34,Dadju,Poison Ou Antidote (Edition Miel Book),35.0,3ThmfofYB4Q7U1GJetC4Rq,Interdit,spotify:track:3ThmfofYB4Q7U1GJetC4Rq,0.234,0.737,0.668,0.0,0.137,-6.746,0.0371,96.983,0.357,43.0
35,Dadju,Poison Ou Antidote (Edition Miel Book),36.0,5NWhIbEtB9KXsWcoUZnMHc,Nous,spotify:track:5NWhIbEtB9KXsWcoUZnMHc,0.092,0.646,0.604,0.0,0.103,-7.099,0.416,202.008,0.807,44.0
36,Dadju,Poison Ou Antidote (Edition Miel Book),37.0,1zyTE0OJQMcTzgdixH8Mli,Vite ou doucement,spotify:track:1zyTE0OJQMcTzgdixH8Mli,0.0478,0.635,0.641,0.0,0.366,-6.46,0.0803,156.174,0.845,43.0
37,Dadju,Poison Ou Antidote (Edition Miel Book),38.0,26NKhkfK7kjELFpSb3QjJL,Danger,spotify:track:26NKhkfK7kjELFpSb3QjJL,0.387,0.778,0.636,1.73e-06,0.0834,-7.895,0.255,99.94,0.58,43.0
38,Dadju,Poison Ou Antidote (Edition Miel Book),39.0,5CXPuIxjrfTdtlPdWB3mMG,Ma Woman,spotify:track:5CXPuIxjrfTdtlPdWB3mMG,0.0139,0.535,0.712,3.45e-06,0.141,-7.216,0.155,196.059,0.64,46.0
39,Dadju,Poison Ou Antidote (Edition Miel Book),40.0,72Ggmr4Z1uZJFFDivlhHSs,Maamou,spotify:track:72Ggmr4Z1uZJFFDivlhHSs,0.593,0.526,0.612,0.0,0.109,-6.351,0.0561,78.921,0.739,44.0
40,Dadju,Poison Ou Antidote (Edition Miel Book),41.0,5GIZaeQeGo2iIH6vvHIuPk,Mwasi Ya Congo,spotify:track:5GIZaeQeGo2iIH6vvHIuPk,0.233,0.44,0.653,0.0,0.247,-5.832,0.0763,92.069,0.586,43.0
41,Dadju,Poison Ou Antidote,1.0,70APCdHsWV5BEsacwjzXmd,Amour toxic,spotify:track:70APCdHsWV5BEsacwjzXmd,0.796,0.718,0.416,1.85e-06,0.0992,-8.758,0.0675,132.074,0.642,73.0
42,Dadju,Poison Ou Antidote,2.0,0W4MOQ2kTOm1y7ooahgQP1,Grand bain,spotify:track:0W4MOQ2kTOm1y7ooahgQP1,0.88,0.63,0.393,0.0,0.0894,-10.762,0.183,145.051,0.166,69.0
43,Dadju,Poison Ou Antidote,3.0,4TF4daRIIWgq4ZTVSV7dcI,Confessions,spotify:track:4TF4daRIIWgq4ZTVSV7dcI,0.218,0.78,0.607,0.0,0.349,-5.974,0.0381,122.988,0.308,46.0
44,Dadju,Poison Ou Antidote,4.0,0MEI0XbtyZ0S2RwQ8giCFA,Toi d'abord,spotify:track:0MEI0XbtyZ0S2RwQ8giCFA,0.133,0.737,0.671,0.0,0.0967,-6.016,0.0373,96.995,0.597,43.0
45,Dadju,Poison Ou Antidote,5.0,17LYpQkhfTwBQmCJWDoLl7,Papa,spotify:track:17LYpQkhfTwBQmCJWDoLl7,0.0866,0.489,0.603,0.0,0.0982,-5.206,0.116,105.26,0.569,41.0
46,Dadju,Poison Ou Antidote,6.0,6VtG4p0It4nM0aStU46hEl,Compliqué,spotify:track:6VtG4p0It4nM0aStU46hEl,0.55,0.633,0.747,0.0,0.165,-6.546,0.0553,74.784,0.927,58.0
47,Dadju,Poison Ou Antidote,7.0,2XlLHcTNLBkxqCdKasBrRM,Bobo au cœur,spotify:track:2XlLHcTNLBkxqCdKasBrRM,0.0772,0.818,0.604,0.0,0.32,-5.569,0.0661,97.978,0.544,62.0
48,Dadju,Poison Ou Antidote,8.0,2H0vTEpmxgNrfCS0jOG5LY,Jure-le,spotify:track:2H0vTEpmxgNrfCS0jOG5LY,0.0126,0.646,0.808,0.0,0.0598,-6.053,0.0745,95.839,0.7,40.0
49,Dadju,Poison Ou Antidote,9.0,0pN9C2JslTAE8Cn4EATExg,Please,spotify:track:0pN9C2JslTAE8Cn4EATExg,0.373,0.638,0.562,0.0,0.1,-8.286,0.0616,79.54,0.378,41.0
50,Dadju,Poison Ou Antidote,10.0,2tuZqBLMaTBsFUcnMwFJDs,Paire d'As,spotify:track:2tuZqBLMaTBsFUcnMwFJDs,0.156,0.377,0.738,0.0,0.0923,-7.019,0.228,86.049,0.291,48.0
51,Dadju,Poison Ou Antidote,11.0,04c9W375VlrbMF7P03CyWA,Ma vie,spotify:track:04c9W375VlrbMF7P03CyWA,0.12,0.508,0.5,0.0,0.137,-8.11,0.0864,200.521,0.289,55.0
52,Dadju,Poison Ou Antidote,12.0,5l58QPPxez87TPTdB4BpDC,Mémoire courte,spotify:track:5l58QPPxez87TPTdB4BpDC,0.176,0.691,0.718,0.0,0.0852,-5.596,0.128,98.6,0.682,43.0
53,Dadju,Poison Ou Antidote,13.0,2K4HLYJJeIWmdxnwPkDQ5Y,Perdu,spotify:track:2K4HLYJJeIWmdxnwPkDQ5Y,0.000924,0.568,0.595,0.0,0.079,-6.23,0.148,145.782,0.346,43.0
54,Dadju,Poison Ou Antidote,14.0,1N4vq87LTzHKDF6judMHsG,TPB,spotify:track:1N4vq87LTzHKDF6judMHsG,0.105,0.83,0.641,0.0,0.166,-6.216,0.253,128.077,0.581,49.0
55,Dadju,Poison Ou Antidote,15.0,37ruCT2jGQpZiPq9g1hv8P,Ma faute,spotify:track:37ruCT2jGQpZiPq9g1hv8P,0.247,0.665,0.588,1.89e-05,0.108,-6.752,0.0626,97.017,0.58,43.0
56,Dadju,Poison Ou Antidote,16.0,4x5UoACiDpFjqi2sMgB2QQ,Je ne t'aime plus,spotify:track:4x5UoACiDpFjqi2sMgB2QQ,0.0816,0.486,0.643,0.0,0.313,-7.378,0.0501,160.016,0.376,49.0
57,Dadju,Poison Ou Antidote,17.0,4MKLEGlbjQrjD9klo60wfe,Normal,spotify:track:4MKLEGlbjQrjD9klo60wfe,0.107,0.82,0.623,0.0,0.1,-6.639,0.0375,122.044,0.679,41.0
58,Dadju,Poison Ou Antidote,18.0,1xHqLRzkyHhWUpGBz5oabk,Cette femme,spotify:track:1xHqLRzkyHhWUpGBz5oabk,0.0352,0.754,0.712,0.0,0.336,-6.348,0.159,104.062,0.718,41.0
59,Dadju,Poison Ou Antidote,19.0,11OQOw169ssynLNG7aYhYq,Promesse,spotify:track:11OQOw169ssynLNG7aYhYq,0.179,0.727,0.548,0.0,0.254,-6.969,0.135,149.061,0.288,39.0
60,Dadju,Poison Ou Antidote,20.0,1eRXH7OCKXGmqRcZLd0dbH,Robe,spotify:track:1eRXH7OCKXGmqRcZLd0dbH,0.227,0.78,0.636,0.0,0.0988,-7.28,0.096,93.003,0.283,47.0
61,Dadju,Poison Ou Antidote,21.0,2LKRpB6YTz0MUqbhJoqNCg,Back It Up,spotify:track:2LKRpB6YTz0MUqbhJoqNCg,0.491,0.677,0.666,0.0,0.228,-6.271,0.0889,171.962,0.85,39.0
62,Dadju,Poison Ou Antidote,22.0,0F3K1nFNG6ZecPHUCh6YlV,Donne-moi l’accord,spotify:track:0F3K1nFNG6ZecPHUCh6YlV,0.252,0.843,0.831,0.0,0.0915,-6.489,0.0518,99.059,0.916,58.0
63,Dadju,Poison Ou Antidote,23.0,1p3pNSpRB88Dn6w0DQGQXr,Wouli Liya,spotify:track:1p3pNSpRB88Dn6w0DQGQXr,0.239,0.557,0.718,0.0,0.234,-5.732,0.0511,94.88,0.536,58.0
64,Dadju,Poison Ou Antidote,24.0,75Bb4GJE5XEJ8UciE39cvy,Loin,spotify:track:75Bb4GJE5XEJ8UciE39cvy,0.349,0.705,0.601,0.0,0.114,-7.066,0.161,139.966,0.536,36.0
65,Dadju,Poison Ou Antidote,25.0,4dH9yDtF83Xb2fZ70GCSso,Interdit,spotify:track:4dH9yDtF83Xb2fZ70GCSso,0.234,0.737,0.668,0.0,0.137,-6.746,0.0371,96.983,0.357,37.0
66,Dadju,Poison Ou Antidote,26.0,4jikdppXkmmK7t0McezRY2,Nous,spotify:track:4jikdppXkmmK7t0McezRY2,0.092,0.646,0.604,0.0,0.103,-7.099,0.416,202.008,0.807,38.0
67,Dadju,Poison Ou Antidote,27.0,5hP5HoUsYpQAaKDQeRdDtZ,Vite ou doucement,spotify:track:5hP5HoUsYpQAaKDQeRdDtZ,0.0478,0.635,0.641,0.0,0.366,-6.46,0.0803,156.174,0.845,37.0
68,Dadju,Poison Ou Antidote,28.0,1WiWookeOBfCUqY4vXbx3S,Danger,spotify:track:1WiWookeOBfCUqY4vXbx3S,0.387,0.778,0.636,1.73e-06,0.0834,-7.895,0.255,99.94,0.58,38.0
69,Dadju,Poison Ou Antidote,29.0,5iGe8PpcTXAtnWmgDxhihn,Ma Woman,spotify:track:5iGe8PpcTXAtnWmgDxhihn,0.0139,0.535,0.712,3.45e-06,0.141,-7.216,0.155,196.059,0.64,47.0
70,Dadju,Poison Ou Antidote,30.0,6HDCMTybYlNlDuu1V2Z1CI,Maamou,spotify:track:6HDCMTybYlNlDuu1V2Z1CI,0.593,0.526,0.612,0.0,0.109,-6.351,0.0561,78.921,0.739,42.0
71,Dadju,Poison Ou Antidote,31.0,4YtrllFpcXOkbYEAkXOIef,Mwasi Ya Congo,spotify:track:4YtrllFpcXOkbYEAkXOIef,0.233,0.44,0.653,0.0,0.247,-5.832,0.0763,92.069,0.586,42.0
